"","predicted","observed"
"1871",112,112
"1872",112,112
"1873",777,777
"1874",777,172
"1875",777,112
"1876",777,777
"1877",112,112
"1878",112,112
"1879",112,112
"1880",112,112
"1881",112,112
"1882",112,112
"1883",112,112
"1884",112,112
"1885",172,172
"1886",172,172
"1887",172,112
"1888",172,112
"1889",712,172
"1890",712,112
"1891",712,712
"1892",712,112
"1893",172,172
"1894",172,112
"1895",172,112
"1896",172,172
"1897",172,172
"1898",172,112
"1899",172,112
"1900",172,777
"1901",777,777
"1902",777,777
"1903",777,777
"1904",777,777
"1905",777,111
"1906",777,777
"1907",777,777
"1908",777,777
"1909",111,777
"1910",111,111
"1911",111,111
"1912",111,111
"1913",777,777
"1914",777,111
"1915",777,777
"1916",777,777
"1917",711,111
"1918",711,711
"1919",711,111
"1920",711,711
"1921",711,711
"1922",711,111
"1923",711,711
"1924",711,111
"1925",171,171
"1926",171,171
"1927",171,111
"1928",171,171
"1929",711,711
"1930",711,711
"1931",711,711
"1932",711,711
"1933",171,171
"1934",171,111
"1935",171,171
"1936",171,111
"1937",171,111
"1938",171,111
"1939",171,171
"1940",171,111
"1941",712,112
"1942",712,112
"1943",712,112
"1944",712,712
"1945",712,112
"1946",712,712
"1947",712,112
"1948",712,712
